ReviewTitle,ReviewBody,ReviewStar,Product,Dominant_topic,Percent,Processed_text,Keywords
sennheiser cx275s so better,this item awesome got music life super best experience good good sennheiser cx275s amazon courier service fast simply customers one problem amazon account provide cash delivery unable net banking please start service,5,Sennheiser CX 6.0BT,3,0.383,"['item', 'music', 'life', 'experience', 'sennheiser', 'service', 'customer', 'problem', 'cash', 'delivery', 'banking', 'service']",device ear issue month phone product service time warranty year
great headset at this price,cant expect music lovergreat headset pricego connector given working dat bass good noise,4,Sennheiser CX 6.0BT,1,0.805,"['music', 'lovergreat', 'connector', 'noise']",bass cancellation clarity earphone headphone music noise quality sound voice
Good genuine product by cloud retail,nice genuine product beware fake replicas also available online stores but always check authenticity product official website opening package return item case fake,5,Sennheiser CX 6.0BT,3,0.641,"['product', 'replica', 'store', 'authenticity', 'product', 'website', 'package', 'return', 'item', 'case']",device ear issue month phone product service time warranty year
The product is best and amazon delivered genioun product,the product best amazon delivered genuine product but problem compatible red mi 3s prime voice call except everything perfect the bass lover love product earphones give correct output extra bass n trouble,4,Sennheiser CX 6.0BT,0,0.637,"['product', 'amazon', 'product', 'problem', 'mi', '3s', 'voice', 'call', 'bass', 'love', 'product', 'earphone', 'output', 'bass', 'trouble']",battery call day hour life money music product quality use
Best far games,best headphone i ever use best sound quality highly sensitive sound quality i got broken make return,5,Sennheiser CX 6.0BT,1,0.7,"['headphone', 'quality', 'sound', 'quality', 'make', 'return']",bass cancellation clarity earphone headphone music noise quality sound voice
Five Stars,pursuit perfect soundi love shennheriser productsits german engineering,5,Sennheiser CX 6.0BT,0,0.666,"['love', 'engineering']",battery call day hour life money music product quality use
Awesome earplugs with mic,awesome earplugs mic i love tried rd headset best one got brand indicated sound engineeringvery good noise isolationalmost sound gets cut u plug inbass good even low volumegerman build quality2 years true warrantypouchadditional connectorin price segment goodamazon delivery rocksbest among range earphones100 recommended,5,Sennheiser CX 6.0BT,2,0.391,"['earplug', 'love', 'rd', 'brand', 'engineeringvery', 'noise', 'isolationalmost', 'sound', 'plug', 'inbass', 'volumegerman', 'build', 'quality2', 'year', 'connectorin', 'price', 'segment', 'goodamazon', 'delivery', 'rocksbest', 'range', 'earphones100']",base bass brand durability earphone jbl price quality range sound
Five Stars,its awesome guys buy soon possible sound quality awesome bass one killing i previously used old 180c version upgrade mic,5,Sennheiser CX 6.0BT,2,0.44,"['guy', 'quality', 'bass', 'version']",base bass brand durability earphone jbl price quality range sound
Five Stars,excellent productsound quality greatproduct quality goodan excellent product sennheiser,5,Sennheiser CX 6.0BT,2,0.593,"['quality', 'greatproduct', 'quality', 'goodan', 'product', 'sennheiser']",base bass brand durability earphone jbl price quality range sound
the best earphone i had till now,i using beats toure earphones wich r best acc mebt sadly got broken latern budget 2k jus gav try dis 1n ya satisfied meit gud vid pouch carry earphones n look also cool n uniq n imp cums vid 2 yrs warranty hardly ne brand givs 2yrs warrrantylast bt nt least sound gudbass treble evrthing perfectdon think much jus buy,5,Sennheiser CX 6.0BT,2,0.37,"['beat', 'toure', 'earphone', 'wich', 'budget', 'dis', 'gud', 'earphone', 'imp', 'warranty', 'brand', 'gudbass', 'evrthing', 'buy']",base bass brand durability earphone jbl price quality range sound
Perfect sound quality,perfect sound quality punchy bass good cristal clearitypurchased 4th time earphones another friendwhoever tried mine wanted buyso 4th time sennheiser rocks,5,Sennheiser CX 6.0BT,0,0.303,"['quality', 'bass', 'cristal', 'time', 'earphone', 'friendwhoever', 'mine', 'buyso', 'time', 'rock']",battery call day hour life money music product quality use
Ultimate for its price,freaking awesome point u riding fast bike air gaps created that’s finethe earphones expectedthe base everythingand packing awesome,5,Sennheiser CX 6.0BT,0,0.58,"['point', 'bike', 'air', 'gap', 'earphone', 'everythingand']",battery call day hour life money music product quality use
Good one,since long im using this third piece i missed previous 2 pieces its good,5,Sennheiser CX 6.0BT,3,0.515,"['piece', 'piece', 'good']",device ear issue month phone product service time warranty year
Worth every single penny you'll spend..!!,ive using headset quite days i say im love iti used skullcandy sony earplugs i recommend othersif budget around 1500 the sound quality best treble awesome good thumping bass if want earplugs great bass id recommend sony mdrbut overall quality sound best cx 275s if want buy great earplugs mic budget around 1500 best headset available buy eyes closed,5,Sennheiser CX 6.0BT,1,0.663,"['headset', 'day', 'earplug', 'othersif', 'budget', 'quality', 'bass', 'earplug', 'bass', 'quality', 'sound', 'cx', 'earplug', 'budget', 'headset', 'buy', 'eye']",bass cancellation clarity earphone headphone music noise quality sound voice
Sennheiser Cx275 S,best music experiencebass good noise cancellingand inear comes different sizes buds overall beat market one good feature fall ear outdoor jogging,5,Sennheiser CX 6.0BT,0,0.418,"['music', 'noise', 'cancellingand', 'inear', 'size', 'bud', 'beat', 'market', 'feature', 'fall', 'ear', 'jogging']",battery call day hour life money music product quality use
Good product for the price,awesome sound if want listen music fine scale looking budget headphones one suit the wire delicate but sennheiser giving twoyear warranty the mic good delivers clarity sound,4,Sennheiser CX 6.0BT,1,0.692,"['sound', 'music', 'scale', 'budget', 'suit', 'wire', 'twoyear', 'warranty', 'clarity', 'sound']",bass cancellation clarity earphone headphone music noise quality sound voice
awesome,sound quality good drawback valume button headphone,5,Sennheiser CX 6.0BT,1,0.804,"['quality', 'drawback', 'valume', 'headphone']",bass cancellation clarity earphone headphone music noise quality sound voice
Good sound quality. The adapter provided was not working though.,good sound quality the adapter provided working thoughhead phone mic worked good but adapter provided good when connect sound quality drooped,4,Sennheiser CX 6.0BT,0,0.394,"['sound', 'quality', 'adapter', 'phone', 'adapter', 'quality']",battery call day hour life money music product quality use
Durability and material very poor,these earphones woudnt last even 6 monthstwice i hace bought sennheiser twice i regretted durability productsound quality good,3,Sennheiser CX 6.0BT,2,0.563,"['earphone', 'monthstwice', 'hace', 'durability', 'quality', 'good']",base bass brand durability earphone jbl price quality range sound
I saw that these headphones are excellent in all reviews,i saw headphones excellent reviews but i received product i surprised there bass the quality bad price px80 awesome sure i received duplicate product i retired back amazon,2,Sennheiser CX 6.0BT,0,0.599,"['headphone', 'review', 'product', 'quality', 'price', 'product', 'amazon']",battery call day hour life money music product quality use
Great product,sound quality great segmentprice a little overpriced got 1600product overall great i lost 2 3 earbuds cover 1 monthdo something part sennheiser cover loosedelivery 55,4,Sennheiser CX 6.0BT,3,0.535,"['quality', 'segmentprice', '1600product', 'earbud', 'monthdo', 'part', 'loosedelivery']",device ear issue month phone product service time warranty year
Brilliant! Must buy for under 1500,got 1399 brilliant sound quality base good build the case also sturdygo ahead product unhesitatinglyalso ear peaces well made stick quite wellreally happy product,4,Sennheiser CX 6.0BT,0,0.313,"['quality', 'base', 'good', 'case', 'product', 'ear', 'product']",battery call day hour life money music product quality use
Decent product,the earpiece better fitthats drawback could possibly find the sound pretty decent handles bass well,4,Sennheiser CX 6.0BT,4,0.403,"['earpiece', 'fitthat', 'drawback', 'sound', 'handle']",button cable earphone month side speaker use volume wire work
"Poor quality, don’t buy for iPhone",bad quality comfortable iphone x i want refund it’s taken,1,Sennheiser CX 6.0BT,3,0.536,"['quality', 'iphone', 'refund']",device ear issue month phone product service time warranty year
Just Good,at times sound sharp pricks ears rest great earphones so u r thinking good brand budgeted earphones best,4,Sennheiser CX 6.0BT,3,0.463,"['time', 'prick', 'ear', 'earphone', 'brand', 'earphone']",device ear issue month phone product service time warranty year
Think before you buy..,very poor cable quality even careful usage cable gets damaged within short period it thin sound quality also poor bass didnt expect price range,3,Sennheiser CX 6.0BT,2,0.411,"['cable', 'quality', 'usage', 'cable', 'period', 'quality', 'bass', 'price', 'range']",base bass brand durability earphone jbl price quality range sound
4.5 stars!!!!!!,very good bass amazing comfort i use 34 hrs daily mic quality good cable ok ok side also sometimes bass feels overpowered controlled equalizer 45 stars extra lcable provided product doesnt work instances eg connecting pclaptoprest amazing bass feels like actual bass doesnt tear sound,4,Sennheiser CX 6.0BT,1,0.493,"['bass', 'comfort', 'use', 'hrs', 'quality', 'cable', 'side', 'bass', 'equalizer', 'star', 'product', 'instance', 'bass', 'bass', 'sound']",bass cancellation clarity earphone headphone music noise quality sound voice
Four Stars,goodsennheisers always dependable mebass okay sound quality good price,4,Sennheiser CX 6.0BT,2,0.481,"['goodsennheiser', 'mebass', 'quality', 'price']",base bass brand durability earphone jbl price quality range sound
Not worthy,few weeks pf daily usage one earbuds sound stops not worthy,1,Sennheiser CX 6.0BT,3,0.501,"['week', 'usage', 'earbud', 'sound', 'stop']",device ear issue month phone product service time warranty year
Simply awesomeeeeee......,awesomeno wordsloved thison time deliverythanks amazon,5,Sennheiser CX 6.0BT,3,0.56,['amazon'],device ear issue month phone product service time warranty year
Blindly go for Sennheiser Excellent product,delivered time always great order amazonbuilt quality sound simply awesomewire easily entangled comes small pouch useful carry anywhere,5,Sennheiser CX 6.0BT,2,0.522,"['time', 'order', 'quality', 'sound', 'pouch']",base bass brand durability earphone jbl price quality range sound
Buy something else,the sound quality expected sennheiser the design uncomfortable not enough punchy bass if suggest go something else,2,Sennheiser CX 6.0BT,1,0.479,"['quality', 'design', 'bass']",bass cancellation clarity earphone headphone music noise quality sound voice
Return it ASAP.,noise cancellation one earphone working its warranty guys look forward sound quality upto mark amazon gonna reply 2 months since i reviewed please something,2,Sennheiser CX 6.0BT,1,0.324,"['noise', 'cancellation', 'earphone', 'warranty', 'guy', 'quality', 'upto', 'month']",bass cancellation clarity earphone headphone music noise quality sound voice
Awesome,amazong superb treble high but bass strong enough loud compared jbl but quality good 45,4,Sennheiser CX 6.0BT,2,0.717,"['bass', 'jbl', 'quality']",base bass brand durability earphone jbl price quality range sound
Best earphones under 3000 ,better skullcandy smokin buds 2 sennheiser cx 275s true stereo hd sound i asus5z support 24bit sound i never heard quality sound cx 275s earphones go compression,5,Sennheiser CX 6.0BT,2,0.376,"['bud', 'stereo', 'sound', 'support', '24bit', 'sound', 'quality', 'sound', 'earphone', 'compression']",base bass brand durability earphone jbl price quality range sound
Clear+ Sennheiser CX275s,cx213 cx275s same sound 1920 differents cx 275s ka sound thoda clear hai aur baki sob samei love sennheiseri recommend try sennheiser cx 213,4,Sennheiser CX 6.0BT,1,0.611,"['sound', 'different']",bass cancellation clarity earphone headphone music noise quality sound voice
No Bass and high treble,this earphone bass allonly high trebletoatally disappointed sennheiser brandapple earpods verymuch better,4,Sennheiser CX 6.0BT,1,0.527,"['earphone', 'bass', 'brandapple', 'earpod']",bass cancellation clarity earphone headphone music noise quality sound voice
Honest review,too noisy i didn’t expect sennheiser type quality price pointi using cx180 one best earphones segment cx 275 worst,1,Sennheiser CX 6.0BT,2,0.678,"['type', 'quality', 'price', 'pointi', 'earphone', 'segment']",base bass brand durability earphone jbl price quality range sound
Perfect earphone,the best earphone brand awesome sound quality durability also service centre fast userfriendly earphone replaced within minutesawesome,5,Sennheiser CX 6.0BT,2,0.66,"['earphone', 'brand', 'sound', 'quality', 'durability', 'service', 'centre', 'earphone']",base bass brand durability earphone jbl price quality range sound
Warranty is a big lie.,the warranty particular product limited australia that big blunder got know unpacking product seriously disappointed i dont know lie,5,Sennheiser CX 6.0BT,0,0.472,"['warranty', 'product', 'blunder', 'product', 'lie']",battery call day hour life money music product quality use
Satisfied.,i worried thin wire earphone i using almost one year i would say wire quality good u need worry wire sound quality awesome a bit costly though,5,Sennheiser CX 6.0BT,2,0.453,"['wire', 'earphone', 'year', 'wire', 'quality', 'worry', 'wire', 'sound', 'quality', 'bit']",base bass brand durability earphone jbl price quality range sound
Awesome headsets at low budget,awesome headsets low budget sennheiser proved onethe wire quite delicate one needs handle carefullythe calling quality goodsometimes change equaliser settings listen songs qualitativelyd,5,Sennheiser CX 6.0BT,4,0.441,"['headset', 'budget', 'sennheiser', 'onethe', 'wire', 'need', 'carefullythe', 'quality', 'goodsometime', 'equaliser', 'setting', 'song']",button cable earphone month side speaker use volume wire work
Excellent earphones. simply the best,it may seem little overpriced first but buy use realize worth penny i using lumia 730 nice audio clarity effective bass moreover access cortana windows google android so control handset voice without even touching device earphones moreover audio clarity superb,5,Sennheiser CX 6.0BT,1,0.505,"['use', 'penny', 'lumia', 'clarity', 'bass', 'control', 'voice', 'device', 'earphone', 'clarity', 'superb']",bass cancellation clarity earphone headphone music noise quality sound voice
Heard so many good reviews and bought it,i hope got duplicate product heard many good reviews bought after 34 days use find thing special it working normal earphone normal voice so returned,2,Sennheiser CX 6.0BT,0,0.516,"['hope', 'product', 'review', 'day', 'thing', 'earphone', 'voice']",battery call day hour life money music product quality use
Great earphones,great earphones nice clear sound i audiophile neither i much knowledge cant really give much input thatthe design really good built quality great there r l earphone pieces rather small bump left earpiece recognize inlinemin used insteadcomes nice soft pouchid recommend anyone looking decent inexpensive inears,4,Sennheiser CX 6.0BT,1,0.297,"['earphone', 'sound', 'knowledge', 'input', 'design', 'quality', 'earphone', 'piece', 'bump', 'recognize', 'inlinemin', 'insteadcome', 'pouchid', 'inear']",bass cancellation clarity earphone headphone music noise quality sound voice
Four Stars,excellent product but mine minor issue need visit service centre hopefully ​they fix itvisited service centre got spot replacement thanks,4,Sennheiser CX 6.0BT,3,0.617,"['product', 'issue', 'visit', 'service', 'centre', 'service', 'centre', 'spot', 'replacement', 'thank']",device ear issue month phone product service time warranty year
Do not buy this please,the earphone alright i recommend everyone buy sennheiser cx180 street rather product since better quality soundbass value money around ₹800 but micor else consider sony earphones rather,3,Sennheiser CX 6.0BT,0,0.634,"['earphone', 'alright', 'product', 'quality', 'soundbass', 'value', 'money', 'micor', 'earphone']",battery call day hour life money music product quality use
Perfect for bass lover,headphones produce deep bass compared headphones within range build quality headphones really good they provide travelling pouch headphone i using since 4 months i fully satisfied,5,Sennheiser CX 6.0BT,1,0.491,"['headphone', 'bass', 'headphone', 'range', 'build', 'quality', 'headphone', 'pouch', 'headphone', 'month']",bass cancellation clarity earphone headphone music noise quality sound voice
Not meant for people who travel all day,its quite delicate pair youll super careful you cant keep taking throwing around the wire thin feels like itll wear moment handle care,4,Sennheiser CX 6.0BT,4,0.523,"['pair', 'wire', 'moment', 'care']",button cable earphone month side speaker use volume wire work
WORTH FOR MONEY,very best quality like sonyworth money best fit ear,5,Sennheiser CX 6.0BT,0,0.831,"['quality', 'money', 'ear']",battery call day hour life money music product quality use
Good product with 4/5 rating,here honest first impressiongot genuine product exact day promisedextra buds different sizessound clarity 45product quality 455comfort 45a long cablean extra earphone jack pin devicesnot enough bass expected okay 355has little nobe apple ipod earphones adjust cable length chingood packinga good buy 1000rsgood class,5,Sennheiser CX 6.0BT,1,0.399,"['product', 'day', 'promisedextra', 'bud', 'sizessound', 'clarity', 'quality', '45a', 'bass', 'nobe', 'earphone', 'cable', 'length', 'packinga', 'class']",bass cancellation clarity earphone headphone music noise quality sound voice
Average,if wanna listen music good earphone calls bad noise cancellation opposite person bearly hears ur voice,3,Sennheiser CX 6.0BT,1,0.888,"['music', 'earphone', 'noise', 'cancellation', 'person', 'voice']",bass cancellation clarity earphone headphone music noise quality sound voice
Repairing required or a new one,the sound one earphones decreasedlike right one perfect ones sound decreasedwhat doi think gurantee periodkindly get repaired,3,Sennheiser CX 6.0BT,4,0.705,"['earphone', 'one', 'doi']",button cable earphone month side speaker use volume wire work
Nice product,nice earphone works mobile laptop also i generally use attending office meeting laptop overall experience good,5,Sennheiser CX 6.0BT,1,0.3,"['earphone', 'laptop', 'office', 'meeting', 'laptop', 'experience', 'good']",bass cancellation clarity earphone headphone music noise quality sound voice
Excellent Earphones,i bought earphones around 2 years ago since travelbuddy it excellent durability sound crisp bass might mark people perfect,5,Sennheiser CX 6.0BT,1,0.502,"['earphone', 'year', 'travelbuddy', 'durability', 'bass', 'people']",bass cancellation clarity earphone headphone music noise quality sound voice
Not properly calibrated,calibration good the response curve properly balanced but digitally corrected sounds great no distortion high volume great bass,3,Sennheiser CX 6.0BT,1,0.313,"['calibration', 'response', 'curve', 'sound', 'distortion', 'volume', 'bass']",bass cancellation clarity earphone headphone music noise quality sound voice
Average,got todaystereo sound goodtreble sound moreif put high bassit tremblingbass clearbasically treble orientedsound clarity goodi feel sony mdras210 ap better crystal clear sound decent bass,3,Sennheiser CX 6.0BT,1,0.747,"['todaystereo', 'sound', 'sound', 'moreif', 'bassit', 'tremblingbass', 'orientedsound', 'clarity', 'crystal', 'bass']",bass cancellation clarity earphone headphone music noise quality sound voice
Nice,mids base nicebut call feel sound comes soo bassy,4,Sennheiser CX 6.0BT,1,0.611,['sound'],bass cancellation clarity earphone headphone music noise quality sound voice
very good headphones to use with any smartphones,good headphones use smartphonesbut less bass even switched ir blaster mode expensive price buying,3,Sennheiser CX 6.0BT,2,0.41,"['headphone', 'bass', 'blaster', 'mode', 'price', 'buying']",base bass brand durability earphone jbl price quality range sound
Good product with excellent after service,iam using headphones past 15yrs mic became damaged claimed warranty product replaced without issuesgood service senheisser excellent product awesome sound quality,4,Sennheiser CX 6.0BT,1,0.373,"['headphone', '15yr', 'warranty', 'product', 'issuesgood', 'service', 'product', 'sound', 'quality']",bass cancellation clarity earphone headphone music noise quality sound voice
Or a fantastic,always fan xb seriersthought try sennheiser time was really confused sony xb50ap one thought trying something newand feel made right choice the one thing sony tangle free wirethis one thing made drop rating 4 star or fantastic product,4,Sennheiser CX 6.0BT,0,0.412,"['fan', 'seriersthought', 'time', 'thought', 'choice', 'thing', 'tangle', 'wirethis', 'thing', 'drop', 'rating', 'star', 'product']",battery call day hour life money music product quality use
Best earphones...go ahed,best earphones decent voiceamazing bass once use would use another brand build quality good comes different sizes earbirds wire quality really awesome,5,Sennheiser CX 6.0BT,2,0.535,"['earphone', 'voiceamazing', 'bass', 'use', 'brand', 'build', 'quality', 'good', 'size', 'earbird', 'wire', 'quality']",base bass brand durability earphone jbl price quality range sound
Worth for money,sound quality good cable material normal need attention else order another one,5,Sennheiser CX 6.0BT,4,0.354,"['quality', 'cable', 'material', 'attention', 'one']",button cable earphone month side speaker use volume wire work
Good but a very delicate Cable,overall good product cable delicate i fear break day this headphone strong cable others,3,Sennheiser CX 6.0BT,0,0.434,"['product', 'cable', 'delicate', 'fear', 'day', 'headphone', 'cable']",battery call day hour life money music product quality use
Very very bad. The seller is selling defective item,totally defective ruined wait expectations very bad the seller selling defective item,1,Sennheiser CX 6.0BT,4,0.424,"['wait', 'expectation', 'seller', 'item']",button cable earphone month side speaker use volume wire work
Good one,good long lasting product but buying iphone better buy original iphone onesthey work better,4,Sennheiser CX 6.0BT,3,0.759,"['product', 'iphone', 'iphone']",device ear issue month phone product service time warranty year
Awesome music experience.,although costly mic totally worth listening music awesome experience earphone bass perfect make quality also commendable,5,Sennheiser CX 6.0BT,1,0.8,"['music', 'experience', 'quality']",bass cancellation clarity earphone headphone music noise quality sound voice
My music partner.,i searched fr gud earphone 2k i gt lot market bt bought its yr never made feel i could bought thng,5,Sennheiser CX 6.0BT,0,0.648,"['earphone', 'gt', 'lot', 'market', 'bt', 'feel']",battery call day hour life money music product quality use
Awesome for music lovers..,sennheiser earphones never disappoints bass lover upto markclear soundthank u sennheiser,5,Sennheiser CX 6.0BT,0,0.333,[],battery call day hour life money music product quality use
The best of best product,what say product using 2 months i felt like im deserve use much good earphones senhesier greate job i ready debate anyone negative commenters,5,Sennheiser CX 6.0BT,0,0.568,"['product', 'month', 'use', 'earphone', 'job', 'debate', 'commenter']",battery call day hour life money music product quality use
Four Stars,this awesome sound quality good bass much satisfactory but definitely enjoy listening music yet little concerned built quality could much better considering price,4,Sennheiser CX 6.0BT,1,0.503,"['sound', 'quality', 'bass', 'music', 'quality', 'price']",bass cancellation clarity earphone headphone music noise quality sound voice
Awesome!!! Go for it ... You wont regret it.. Worth for the money...,probably best get price sound quality clear bass perfect the right ear phones perfect music lovers the accessories given along like pouch little extension usefulpacking also tidy sennheiser amazon good job delivering right time good packing i happy product,5,Sennheiser CX 6.0BT,3,0.359,"['price', 'sound', 'quality', 'bass', 'ear', 'phone', 'music', 'lover', 'accessory', 'extension', 'usefulpacking', 'job', 'time', 'product']",device ear issue month phone product service time warranty year
Very good,sound quality good build quality could better,5,Sennheiser CX 6.0BT,2,0.79,"['quality', 'build', 'quality']",base bass brand durability earphone jbl price quality range sound
Best for gaming!!(Pubg for me),i especially bought playing pubg mobileand 70 improvement game due sound qualitya clear foot prints car noises heard even far awayman worth buyingpubg iddangerousdivy,5,Sennheiser CX 6.0BT,2,0.326,"['improvement', 'game', 'foot', 'print', 'car', 'noise', 'awayman']",base bass brand durability earphone jbl price quality range sound
PRDCT AWSMNESS CAN'T BE DEFINED IN WORDS,this awesome producti ever used this beats earphones 2000 sound quality clear super bass feel ear stressless no harms etcfeels premiumthis one want extra ordinary earphones rock,5,Sennheiser CX 6.0BT,1,0.653,"['producti', 'beat', 'earphone', 'quality', 'bass', 'ear', 'stressless', 'etcfeels', 'premiumthis', 'earphone', 'rock']",bass cancellation clarity earphone headphone music noise quality sound voice
Balanced Audio,this pair decent bass clear vocals thereby delivering overall balanced audio,5,Sennheiser CX 6.0BT,1,0.446,"['pair', 'bass', 'vocal', 'audio']",bass cancellation clarity earphone headphone music noise quality sound voice
Good value for money,maybe expensive varieties overall quite good i apprehension durability i using last 3 4 months without problem,4,Sennheiser CX 6.0BT,4,0.7,"['variety', 'apprehension', 'durability', 'month', 'problem']",button cable earphone month side speaker use volume wire work
Wonderful,repeat buy family it good,5,Sennheiser CX 6.0BT,1,0.41,"['repeat', 'family']",bass cancellation clarity earphone headphone music noise quality sound voice
"If anybody disapointed with this device,  plz read this",inintialy disapointed bass headphone but actually wrong the real priblem handset head phone after instaling app bass eq problem solved iam 200 satisfied product now addicted subwoofer resembling bass headphone amazon 100 genuine thank u,5,Sennheiser CX 6.0BT,0,0.57,"['inintialy', 'bass', 'headphone', 'head', 'phone', 'app', 'bass', 'problem', 'product', 'subwoofer', 'bass', 'headphone', 'amazon', 'thank']",battery call day hour life money music product quality use
Mic is not working.,second time i’m returning product bcuz issue mic why mic working i need change product i want contact seller,3,Sennheiser CX 6.0BT,3,0.623,"['time', 'product', 'issue', 'working', 'need', 'change', 'product', 'contact', 'seller']",device ear issue month phone product service time warranty year
Good Product!,within reasonable budget excellent product good sound quality price good build quality call functionalities,5,Sennheiser CX 6.0BT,2,0.39,"['budget', 'product', 'sound', 'quality', 'price', 'build', 'quality', 'call', 'functionality']",base bass brand durability earphone jbl price quality range sound
VFM product,full marks sound qualityat price point u cant get better terms soundwell balanced noise deductionbass etcbut butwire quality could bettereven cx180 better build quality,4,Sennheiser CX 6.0BT,2,0.753,"['mark', 'price', 'point', 'term', 'noise', 'deductionbass', 'butwire', 'quality', 'quality']",base bass brand durability earphone jbl price quality range sound
Value for money as it is seinheiser the qulityty product,this best earphones 10 pairs headphones i posses,5,Sennheiser CX 6.0BT,4,0.509,"['earphone', 'pair', 'headphone', 'posse']",button cable earphone month side speaker use volume wire work
"Music lovers, your search ends here. One of the best in-ear headset you will ever find.",music lovers search ends one best inear headset ever findbass adequate overpoweringtreble nice clearsound quality amazing you miss single beat sound leveltop you enjoy calls go,5,Sennheiser CX 6.0BT,1,0.899,"['music', 'lover', 'search', 'inear', 'headset', 'clearsound', 'quality', 'sound', 'leveltop', 'call']",bass cancellation clarity earphone headphone music noise quality sound voice
"Amazing earphone, not for clumsy people though!",amazing sound quality price comfortable ear 1 carry pouch provided the wire thin clumsy person gonna last long thanks time delivery,5,Sennheiser CX 6.0BT,0,0.56,"['quality', 'price', 'ear', 'pouch', 'wire', 'person', 'thank', 'time', 'delivery']",battery call day hour life money music product quality use
Rubber Quality not good,good earphones cost little higher side material quality quite poor started breaking 34 months,3,Sennheiser CX 6.0BT,4,0.47,"['earphone', 'side', 'material', 'quality', 'month']",button cable earphone month side speaker use volume wire work
Nice headphones,awesome headphones have using go,5,Sennheiser CX 6.0BT,1,0.614,['headphone'],bass cancellation clarity earphone headphone music noise quality sound voice
Real clarity at this price,seems delicate strong normal abuse high level sound quality clarity bass easily adjusted equilizer get awesome bass treble,5,Sennheiser CX 6.0BT,1,0.901,"['abuse', 'level', 'sound', 'quality', 'clarity', 'bass', 'equilizer', 'bass']",bass cancellation clarity earphone headphone music noise quality sound voice
Bass quality is terrible,bass quality terrible bought cos bass quality i disheartened quality way sounds there way better hear phones great quality bass price range,1,Sennheiser CX 6.0BT,2,0.694,"['bass', 'quality', 'terrible', 'bass', 'quality', 'quality', 'way', 'way', 'phone', 'quality', 'bass', 'price', 'range']",base bass brand durability earphone jbl price quality range sound
Five Stars,sound simply rocks volume control phone control also,5,Sennheiser CX 6.0BT,4,0.586,"['sound', 'rock', 'volume', 'control', 'phone', 'control']",button cable earphone month side speaker use volume wire work
Good Quality,good quality sound drawback doesnt collar clip,5,Sennheiser CX 6.0BT,1,0.643,"['quality', 'sound', 'drawback', 'clip']",bass cancellation clarity earphone headphone music noise quality sound voice
Best headphones in this price range.,its really good go without doubt,5,Sennheiser CX 6.0BT,2,0.588,['doubt'],base bass brand durability earphone jbl price quality range sound
Defective product,i got replacement defective productthe replacement box looked pretty oldand month i see mic button wearoff,3,Sennheiser CX 6.0BT,3,0.576,"['replacement', 'replacement', 'box', 'oldand', 'month', 'button', 'wearoff']",device ear issue month phone product service time warranty year
"so far good, and most importantly I have received a genuine ...",my rating would 8510 far good importantly i received genuine product i would convey thanks supplier amazon aswell check whether product original genuine watch video feedback,4,Sennheiser CX 6.0BT,0,0.669,"['rating', 'product', 'thank', 'supplier', 'product', 'watch', 'video', 'feedback']",battery call day hour life money music product quality use
Not good,on left side sound low right side sound good it fit properly 35mm jack,2,Sennheiser CX 6.0BT,4,0.353,"['side', 'sound', 'side', 'sound', 'mm', 'jack']",button cable earphone month side speaker use volume wire work
Germans the best,this 3rd sennheisers earlier 2 much expensive high end i wanted daily go use able quality unbeatable soft suttle words explain germans best,5,Sennheiser CX 6.0BT,2,0.604,"['sennheiser', 'end', 'quality', 'suttle', 'word', 'german']",base bass brand durability earphone jbl price quality range sound
Not that great,expected much better product price,3,Sennheiser CX 6.0BT,0,0.438,"['product', 'price']",battery call day hour life money music product quality use
The best I have had till now,i sennheiser mx180 became fan sennheiser bought one oneplus one universal compatibility mic this piece awesomeness pairs well oneplus one sound output best ever i heard mobile device at price awesome asset definitely go,5,Sennheiser CX 6.0BT,1,0.311,"['fan', 'sennheiser', 'oneplus', 'compatibility', 'piece', 'awesomeness', 'sound', 'output', 'device', 'price', 'asset']",bass cancellation clarity earphone headphone music noise quality sound voice
Original Sennheiser,sounds good best part play pause change songs drivingnot good quality bass overall good product price,4,Sennheiser CX 6.0BT,4,0.422,"['part', 'pause', 'change', 'song', 'quality', 'bass', 'product', 'price']",button cable earphone month side speaker use volume wire work
Sennhiesr review,we close eyes take product even seller genuine sennhiesr retailer list well directly i personally checked sennhiesr nice sound base price more enough,4,Sennheiser CX 6.0BT,2,0.461,"['eye', 'product', 'seller', 'sennhiesr', 'retailer', 'list', 'sennhiesr', 'base', 'price']",base bass brand durability earphone jbl price quality range sound
Go for it,very clear isolating high quality sound fitted nicely ears although theyve given 3 sizes ear buds long enough cable doesnt entangle the color fade 10 months use,5,Sennheiser CX 6.0BT,3,0.323,"['quality', 'sound', 'ear', 'size', 'bud', 'cable', 'color', 'fade', 'month']",device ear issue month phone product service time warranty year
Value for money,working perfectone best budget earphones i recommend every earphone present market right don’t think much go,5,Sennheiser CX 6.0BT,2,0.548,"['perfectone', 'budget', 'earphone', 'earphone', 'market']",base bass brand durability earphone jbl price quality range sound
Quality music with bit Less Bass...,fantastic headphones great details music youll really feel difference headphones i reduced one rating wire bit thin less bass mic greatvoice 1010bass 710treble 1010,4,Sennheiser CX 6.0BT,1,0.638,"['headphone', 'detail', 'music', 'difference', 'headphone', 'rating', 'wire', 'bit', 'bass', 'greatvoice']",bass cancellation clarity earphone headphone music noise quality sound voice
